File_prefix	new_file_prefix	File	Strain.name	Assembly	Locus	BioSample	BioProject	Source	Paper	Dataset	Host	Generic_host	host_simple	Strain	Location	Country	Altered.Collection.Date	Collection.Date	Submission.Date	Species	Short.species	Assembly.Method	Genome.Representation	Largest.contig	Total.length	X..contigs.....0.bp.	Genome.Coverage	Sequencing.Technology	Assembly.Length	Journal	Authors	Title	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	GC....	N50	N75	L50	L75	X..N.s.per.100.kbp	Cluster.x	Lane	Study.number	Sample.number	Prodigiosin.producers	Bag.Number	Manual.species	Phenon_1977	Phenon_from_s_plymuthica_and_S_odorifera	Phenon_from_liq_prot_grim_complex_paper	Additional.Strain.Names	Date.on.tube	Biotype	Additional.Information	new_biotype_prev	new_biotype	ref_for_this_new_biotype	misc_biotype_info	two_word_species	Cluster.y	new_dataset	Mosquito	Collection	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue
GCA_001537685.1_12082_5_32_genomic	12082_5_32	GCA_001537685.1_12082_5_32_genomic.gbff	12082_5_32	None	FCMD01000001	SAMEA2273926	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682853	United Kingdom:England	United Kingdom	2003	2003	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1581233	5083475	15	None	None	5083475	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1581233 /organism=""Serratia marcescens"""	None	Direct Submission	13	12	11	11	9	5083475	5081790	5078487	5073052	5073052	5015135	15	60.05	1283299	416696	2	4	72.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537705.1_12082_3_82_genomic	12082_3_82	GCA_001537705.1_12082_3_82_genomic.gbff	12082_3_82	None	FCLL01000001	SAMEA2274058	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682986	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	996080	5197833	23	None	None	5198532	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..996080 /organism=""Serratia marcescens"""	None	Direct Submission	21	16	16	16	13	5198532	5197833	5188570	5188570	5188570	5088759	21	59.88	536214	283918	4	7	52.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537725.1_12082_3_7_genomic	12082_3_7	GCA_001537725.1_12082_3_7_genomic.gbff	12082_3_7	None	FCKY01000001	SAMEA2273973	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682900	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	240451	5097151	85	None	None	5098449	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..240451 /organism=""Serratia marcescens"""	None	Direct Submission	80	67	60	54	35	5098449	5095812	5059196	5012737	4920371	4207416	82	59.56	132981	67757	15	29	59.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537745.1_12082_3_95_genomic	12082_3_95	GCA_001537745.1_12082_3_95_genomic.gbff	12082_3_95	None	FCMB01000001	SAMEA2274075	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683003	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	994473	5128309	32	None	None	5128686	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..994473 /organism=""Serratia marcescens"""	None	Direct Submission	28	22	21	19	16	5128686	5126483	5110652	5105216	5074027	4972562	31	59.9	454550	293221	4	7	38.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537765.1_12082_2_29_genomic	12082_2_29	GCA_001537765.1_12082_2_29_genomic.gbff	12082_2_29	None	FCFY01000001	SAMEA2273893	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682820	United Kingdom:England	United Kingdom	2002	2002	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1237274	5010120	18	None	None	5011332	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1237274 /organism=""Serratia marcescens"""	None	Direct Submission	15	13	12	12	9	5011332	5010120	5005773	5000151	5000151	4909306	15	60.18	598514	416166	3	5	104.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537785.1_12045_8_1_genomic	12045_8_1	GCA_001537785.1_12045_8_1_genomic.gbff	12045_8_1	None	FCMX01000001	SAMEA2274077	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683006	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1849644	5203070	25	None	None	5204341	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1849644 /organism=""Serratia marcescens"""	None	Direct Submission	22	15	13	13	10	5204341	5203070	5185103	5173754	5173754	5067634	22	60.03	1021828	314533	2	5	64.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537805.1_12082_5_51_genomic	12082_5_51	GCA_001537805.1_12082_5_51_genomic.gbff	12082_5_51	None	FCMU01000001	SAMEA2274086	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683016	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1521190	5007940	19	None	None	5008681	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1521190 /organism=""Serratia marcescens"""	None	Direct Submission	17	14	13	13	10	5008681	5007940	4999258	4993776	4993776	4902766	17	60.11	1289159	283922	2	5	69.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537825.1_12045_8_21_genomic	12045_8_21	GCA_001537825.1_12045_8_21_genomic.gbff	12045_8_21	None	FCGR01000001	SAMEA2274099	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683030	United Kingdom:England	United Kingdom	2003	2003	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1560048	5009931	14	None	None	5010350	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1560048 /organism=""Serratia marcescens"""	None	Direct Submission	13	12	12	12	9	5010350	5009931	5007571	5007571	5007571	4911491	13	60.18	1236848	411855	2	4	65.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537845.1_12082_2_32_genomic	12082_2_32	GCA_001537845.1_12082_2_32_genomic.gbff	12082_2_32	None	FCGH01000001	SAMEA2273896	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682823	United Kingdom:England	United Kingdom	2002	2002	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1578766	5053015	19	None	None	5053360	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1578766 /organism=""Serratia marcescens"""	None	Direct Submission	17	13	12	12	9	5053360	5052326	5041345	5035855	5035855	4945137	18	60.05	1521563	325225	2	4	87.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537865.1_12082_5_46_genomic	12082_5_46	GCA_001537865.1_12082_5_46_genomic.gbff	12082_5_46	None	FCMP01000001	SAMEA2274021	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682949	United Kingdom:England	United Kingdom	2007	2007	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1465026	5299452	26	None	None	5300113	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1465026 /organism=""Serratia marcescens"""	None	Direct Submission	23	16	15	15	11	5300113	5298766	5287365	5281879	5281879	5156742	24	59.93	1315694	283898	2	5	56.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537885.1_12082_2_34_genomic	12082_2_34	GCA_001537885.1_12082_2_34_genomic.gbff	12082_2_34	None	FCFG01000001	SAMEA2273898	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682825	United Kingdom:England	United Kingdom	2002	2002	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1237361	5009718	22	None	None	5010448	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1237361 /organism=""Serratia marcescens"""	None	Direct Submission	17	15	14	14	11	5010448	5007326	5002993	4997375	4997375	4904292	20	60.18	598175	283989	3	6	79.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537905.1_12082_5_34_genomic	12082_5_34	GCA_001537905.1_12082_5_34_genomic.gbff	12082_5_34	None	FCME01000001	SAMEA2273949	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682876	United Kingdom:England	United Kingdom	2004	2004	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1557577	5055618	18	None	None	5056306	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1557577 /organism=""Serratia marcescens"""	None	Direct Submission	16	13	12	12	10	5056306	5055618	5046494	5040884	5040884	4984694	16	60.09	1241446	299311	2	5	77.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001537925.1_12082_3_89_genomic	12082_3_89	GCA_001537925.1_12082_3_89_genomic.gbff	12082_3_89	None	FCLS01000001	SAMEA2274067	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682995	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2510810	5368044	17	None	None	5368447	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2510810 /organism=""Serratia marcescens"""	None	Direct Submission	14	14	13	13	11	5368447	5366840	5366840	5361110	5361110	5299581	16	59.69	591525	282198	2	5	62.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538005.1_12082_3_46_genomic	12082_3_46	GCA_001538005.1_12082_3_46_genomic.gbff	12082_3_46	None	FCJZ01000001	SAMEA2274019	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682947	United Kingdom:England	United Kingdom	2007	2007	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1634347	5165393	18	None	None	5165393	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1634347 /organism=""Serratia marcescens"""	None	Direct Submission	17	12	12	12	10	5165393	5164457	5156128	5156128	5156128	5093536	18	59.94	1287822	321791	2	5	100.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538115.1_12082_3_68_genomic	12082_3_68	GCA_001538115.1_12082_3_68_genomic.gbff	12082_3_68	None	FCKV01000001	SAMEA2274043	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682971	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	589933	5182477	33	None	None	5183830	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..589933 /organism=""Serratia marcescens"""	None	Direct Submission	28	24	24	20	17	5183830	5181206	5171100	5171100	5099724	5002765	30	60.07	359579	235445	6	10	101.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538195.1_12045_8_14_genomic	12045_8_14	GCA_001538195.1_12045_8_14_genomic.gbff	12045_8_14	None	FCGS01000001	SAMEA2274090	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683020	United Kingdom:England	United Kingdom	2011	2011	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1528025	5230850	24	None	None	5231572	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1528025 /organism=""Serratia marcescens"""	None	Direct Submission	22	19	16	15	12	5231572	5230850	5220013	5196231	5171682	5077762	22	59.82	564228	270386	3	7	102.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538275.1_12082_5_36_genomic	12082_5_36	GCA_001538275.1_12082_5_36_genomic.gbff	12082_5_36	None	FCMG01000001	SAMEA2273984	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682912	United Kingdom:England	United Kingdom	2006	2006	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1237435	5011395	19	None	None	5011395	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1237435 /organism=""Serratia marcescens"""	None	Direct Submission	17	15	14	14	11	5011395	5009854	5003311	4997693	4997693	4906948	19	60.18	598136	286172	3	6	68.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538325.1_12082_5_42_genomic	12082_5_42	GCA_001538325.1_12082_5_42_genomic.gbff	12082_5_42	None	FCMM01000001	SAMEA2274011	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682939	United Kingdom:England	United Kingdom	2007	2007	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2448584	5211042	24	None	None	5212253	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2448584 /organism=""Serratia marcescens"""	None	Direct Submission	19	17	16	16	13	5212253	5210038	5206397	5200693	5200693	5109411	21	59.89	578096	245827	2	6	52.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538345.1_12082_2_92_genomic	12082_2_92	GCA_001538345.1_12082_2_92_genomic.gbff	12082_2_92	None	FCIN01000001	SAMEA2273961	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682888	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1247403	5273849	27	None	None	5275068	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1247403 /organism=""Serratia marcescens"""	None	Direct Submission	22	17	16	16	13	5275068	5272496	5261674	5255913	5255913	5156677	24	59.98	596535	315227	3	6	93.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538365.1_12082_2_91_genomic	12082_2_91	GCA_001538365.1_12082_2_91_genomic.gbff	12082_2_91	None	FCIL01000001	SAMEA2273960	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682887	United Kingdom:England	United Kingdom	2005	2005	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1846540	5236778	22	None	None	5237665	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1846540 /organism=""Serratia marcescens"""	None	Direct Submission	19	13	12	12	10	5237665	5235843	5220101	5214341	5214341	5157416	20	60.01	1008784	314991	2	5	54.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538385.1_12082_5_30_genomic	12082_5_30	GCA_001538385.1_12082_5_30_genomic.gbff	12082_5_30	None	FCMC01000001	SAMEA2273908	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682835	United Kingdom:England	United Kingdom	2002	2002	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1576892	5048264	16	None	None	5048609	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1576892 /organism=""Serratia marcescens"""	None	Direct Submission	15	12	11	11	9	5048609	5048264	5040185	5034703	5034703	4975508	15	60.01	978151	293744	2	5	42.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538405.1_12082_3_65_genomic	12082_3_65	GCA_001538405.1_12082_3_65_genomic.gbff	12082_3_65	None	FCKU01000001	SAMEA2274040	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682968	United Kingdom:England	United Kingdom	2009	2009	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2792821	5007312	18	None	None	5007729	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2792821 /organism=""Serratia marcescens"""	None	Direct Submission	16	13	12	12	9	5007729	5006461	4998259	4992653	4992653	4902137	17	60.18	2792821	283991	1	4	81.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538425.1_12082_2_74_genomic	12082_2_74	GCA_001538425.1_12082_2_74_genomic.gbff	12082_2_74	None	FCHV01000001	SAMEA2273941	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682868	United Kingdom:England	United Kingdom	2004	2004	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2810725	5009388	12	None	None	5009388	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2810725 /organism=""Serratia marcescens"""	None	Direct Submission	12	10	9	9	8	5009388	5009388	5006138	5000652	5000652	4970116	12	60.11	2810725	563235	1	3	97.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538445.1_12082_2_56_genomic	12082_2_56	GCA_001538445.1_12082_2_56_genomic.gbff	12082_2_56	None	FCHD01000001	SAMEA2273921	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5682848	United Kingdom:England	United Kingdom	2003	2003	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	1848814	5298012	27	None	None	5298511	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..1848814 /organism=""Serratia marcescens"""	None	Direct Submission	24	17	15	15	13	5298511	5296709	5279317	5265650	5265650	5198091	26	59.85	973262	267874	2	5	95.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538465.1_12045_8_5_genomic	12045_8_5	GCA_001538465.1_12045_8_5_genomic.gbff	12045_8_5	None	FCFS01000001	SAMEA2274081	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683010	United Kingdom:England	United Kingdom	2010	2010	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	2074740	5167432	17	None	None	5167735	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..2074740 /organism=""Serratia marcescens"""	None	Direct Submission	16	13	12	12	9	5167735	5167432	5161150	5155660	5155660	5061242	16	59.94	1155524	325982	2	4	111.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001538485.1_12045_8_15_genomic	12045_8_15	GCA_001538485.1_12045_8_15_genomic.gbff	12045_8_15	None	FCFU01000001	SAMEA2274091	PRJEB5065	blood	Moradigaravand et al; 2015 (BSAC)	NCBI	Homo sapiens	Human	Homo sapiens	2880STDY5683021	United Kingdom:England	United Kingdom	2011	2011	20-Jan-16	Serratia marcescens	Serratia marcescens	None	None	991204	5220582	38	None	None	5221867	"Submitted (20-JAN-2016) SC; Wellcome Trust Sanger Institute; CB10 1SA; United Kingdom FEATURES             Location/Qualifiers source          1..991204 /organism=""Serratia marcescens"""	None	Direct Submission	32	22	21	21	17	5221867	5218380	5196391	5190954	5190954	5059897	35	59.8	454529	253936	4	8	29.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Moradigaravand et al; 2015	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
